actype,version,isa_offset,phase,fl,tas,rocd_lo,rocd_nom,rocd_hi,fuel_lo,fuel_nom,fuel_hi
B788,thaiapm-202607,15,descent,15,157.0,,753.0,,,,
B788,thaiapm-202607,15,climb,20,184.0,2111.0,1895.0,1672.0,,,
B788,thaiapm-202607,15,descent,20,167.0,,769.0,,,,
B788,thaiapm-202607,15,climb,30,189.0,2016.0,1725.0,1394.0,,,
B788,thaiapm-202607,15,descent,30,188.0,,800.0,,,,
B788,thaiapm-202607,15,climb,40,227.0,2192.0,1927.0,1600.0,,,
B788,thaiapm-202607,15,descent,40,201.0,,855.0,,,,
B788,thaiapm-202607,15,climb,60,271.0,2512.0,2280.0,1983.0,,,
B788,thaiapm-202607,15,descent,60,229.0,,983.0,,,,
B788,thaiapm-202607,15,climb,80,280.0,2591.0,2384.0,2120.0,,,
B788,thaiapm-202607,15,descent,80,250.0,,1095.0,,,,
B788,thaiapm-202607,15,climb,100,304.0,2016.0,1744.0,1553.0,,,
B788,thaiapm-202607,15,descent,100,274.0,,1127.0,,,,
B788,thaiapm-202607,15,climb,120,341.0,1856.0,1575.0,1394.0,,,
B788,thaiapm-202607,15,descent,120,297.0,,1184.0,,,,
B788,thaiapm-202607,15,climb,140,364.0,2159.0,1952.0,1728.0,,,
B788,thaiapm-202607,15,descent,140,319.0,,1328.0,,,,
B788,thaiapm-202607,15,climb,160,376.0,2031.0,1833.0,1631.0,,,
B788,thaiapm-202607,15,descent,160,346.0,,1441.0,,,,
B788,thaiapm-202607,15,climb,180,388.0,1888.0,1697.0,1503.0,,,
B788,thaiapm-202607,15,descent,180,363.0,,1553.0,,,,
B788,thaiapm-202607,15,climb,200,400.0,1752.0,1553.0,1375.0,,,
B788,thaiapm-202607,15,descent,200,375.0,,1655.0,,,,
B788,thaiapm-202607,15,climb,220,412.0,1608.0,1409.0,1239.0,,,
B788,thaiapm-202607,15,descent,220,389.0,,1702.0,,,,
B788,thaiapm-202607,15,climb,240,425.0,1472.0,1281.0,1111.0,,,
B788,thaiapm-202607,15,descent,240,403.0,,1760.0,,,,
B788,thaiapm-202607,15,climb,260,438.0,1359.0,1177.0,1017.0,,,
B788,thaiapm-202607,15,descent,260,417.0,,1833.0,,,,
B788,thaiapm-202607,15,climb,280,452.0,1281.0,1103.0,944.0,,,
B788,thaiapm-202607,15,descent,280,432.0,,1895.0,,,,
B788,thaiapm-202607,15,climb,300,466.0,1234.0,1064.0,902.0,,,
B788,thaiapm-202607,15,descent,300,446.0,,1942.0,,,,
B788,thaiapm-202607,15,climb,320,478.0,1281.0,1088.0,909.0,,,
B788,thaiapm-202607,15,descent,320,459.0,,2008.0,,,,
B788,thaiapm-202607,15,climb,340,486.0,1375.0,1150.0,952.0,,,
B788,thaiapm-202607,15,descent,340,471.0,,2097.0,,,,
B788,thaiapm-202607,15,climb,360,482.0,1359.0,1134.0,944.0,,,
B788,thaiapm-202607,15,descent,360,473.0,,2097.0,,,,
B788,thaiapm-202607,15,cruise,360,487.0,,,,,,
B788,thaiapm-202607,15,climb,380,482.0,1216.0,1006.0,839.0,,,
B788,thaiapm-202607,15,descent,380,473.0,,1872.0,,,,
B788,thaiapm-202607,15,cruise,380,486.0,,,,,,
B788,thaiapm-202607,15,climb,400,482.0,1022.0,839.0,656.0,,,
B788,thaiapm-202607,15,descent,400,473.0,,1519.0,,,,
B788,thaiapm-202607,15,cruise,400,486.0,,,,,,
B788,thaiapm-202607,15,climb,420,482.0,823.0,664.0,497.0,,,
B788,thaiapm-202607,15,descent,420,473.0,,1328.0,,,,
B789,thaiapm-202607,15,climb,0,178.0,1510.0,1336.0,1191.0,,,
B789,thaiapm-202607,15,descent,0,126.0,,384.0,,,,
B789,thaiapm-202607,15,climb,5,182.0,1924.0,1748.0,1595.0,,,
B789,thaiapm-202607,15,descent,5,139.0,,569.0,,,,
B789,thaiapm-202607,15,climb,10,186.0,2338.0,2159.0,2000.0,,,
B789,thaiapm-202607,15,descent,10,151.0,,753.0,,,,
B789,thaiapm-202607,15,climb,15,188.0,2225.0,2012.0,1820.0,,,
B789,thaiapm-202607,15,descent,15,160.0,,765.0,,,,
B789,thaiapm-202607,15,climb,20,190.0,2112.0,1864.0,1639.0,,,
B789,thaiapm-202607,15,descent,20,170.0,,777.0,,,,
B789,thaiapm-202607,15,climb,30,194.0,1888.0,1569.0,1278.0,,,
B789,thaiapm-202607,15,descent,30,189.0,,800.0,,,,
B789,thaiapm-202607,15,climb,40,230.0,2097.0,1809.0,1520.0,,,
B789,thaiapm-202607,15,descent,40,202.0,,862.0,,,,
B789,thaiapm-202607,15,climb,60,271.0,2408.0,2162.0,1891.0,,,
B789,thaiapm-202607,15,descent,60,229.0,,1006.0,,,,
B789,thaiapm-202607,15,climb,80,280.0,2447.0,2217.0,1984.0,,,
B789,thaiapm-202607,15,descent,80,253.0,,1111.0,,,,
B789,thaiapm-202607,15,climb,100,306.0,1864.0,1592.0,1422.0,,,
B789,thaiapm-202607,15,descent,100,277.0,,1134.0,,,,
B789,thaiapm-202607,15,climb,120,349.0,1697.0,1417.0,1231.0,,,
B789,thaiapm-202607,15,descent,120,297.0,,1192.0,,,,
B789,thaiapm-202607,15,climb,140,377.0,2000.0,1752.0,1522.0,,,
B789,thaiapm-202607,15,descent,140,318.0,,1312.0,,,,
B789,thaiapm-202607,15,climb,160,389.0,1856.0,1616.0,1409.0,,,
B789,thaiapm-202607,15,descent,160,345.0,,1406.0,,,,
B789,thaiapm-202607,15,climb,180,401.0,1705.0,1488.0,1297.0,,,
B789,thaiapm-202607,15,descent,180,363.0,,1534.0,,,,
B789,thaiapm-202607,15,climb,200,413.0,1583.0,1375.0,1184.0,,,
B789,thaiapm-202607,15,descent,200,375.0,,1647.0,,,,
B789,thaiapm-202607,15,climb,220,426.0,1447.0,1247.0,1056.0,,,
B789,thaiapm-202607,15,descent,220,389.0,,1694.0,,,,
B789,thaiapm-202607,15,climb,240,438.0,1312.0,1111.0,928.0,,,
B789,thaiapm-202607,15,descent,240,403.0,,1759.0,,,,
B789,thaiapm-202607,15,climb,260,452.0,1200.0,1002.0,831.0,,,
B789,thaiapm-202607,15,descent,260,417.0,,1809.0,,,,
B789,thaiapm-202607,15,climb,280,466.0,1134.0,944.0,784.0,,,
B789,thaiapm-202607,15,descent,280,431.0,,1841.0,,,,
B789,thaiapm-202607,15,climb,300,479.0,1127.0,925.0,769.0,,,
B789,thaiapm-202607,15,descent,300,445.0,,1864.0,,,,
B789,thaiapm-202607,15,climb,320,491.0,1223.0,991.0,816.0,,,
B789,thaiapm-202607,15,descent,320,459.0,,1880.0,,,,
B789,thaiapm-202607,15,climb,340,486.0,1328.0,1056.0,859.0,,,
B789,thaiapm-202607,15,descent,340,471.0,,1872.0,,,,
B789,thaiapm-202607,15,cruise,340,491.0,,,,,,
B789,thaiapm-202607,15,climb,360,482.0,1281.0,1009.0,812.0,,,
B789,thaiapm-202607,15,descent,360,468.0,,1767.0,,,,
B789,thaiapm-202607,15,cruise,360,487.0,,,,,,
B789,thaiapm-202607,15,climb,380,482.0,1177.0,944.0,745.0,,,
B789,thaiapm-202607,15,descent,380,468.0,,1542.0,,,,
B789,thaiapm-202607,15,cruise,380,486.0,,,,,,
B789,thaiapm-202607,15,climb,400,482.0,1056.0,847.0,641.0,,,
B789,thaiapm-202607,15,descent,400,468.0,,1320.0,,,,
B789,thaiapm-202607,15,cruise,400,486.0,,,,,,
B789,thaiapm-202607,15,climb,420,482.0,858.0,688.0,520.0,,,
B789,thaiapm-202607,15,descent,420,468.0,,1258.0,,,,
B78X,thaiapm-202607,15,climb,0,187.0,2334.0,2144.0,1953.0,,,
B78X,thaiapm-202607,15,descent,0,128.0,,392.0,,,,
B78X,thaiapm-202607,15,climb,5,188.0,2334.0,2144.0,1953.0,,,
B78X,thaiapm-202607,15,descent,5,141.0,,580.0,,,,
B78X,thaiapm-202607,15,climb,10,189.0,2334.0,2144.0,1953.0,,,
B78X,thaiapm-202607,15,descent,10,154.0,,769.0,,,,
B78X,thaiapm-202607,15,climb,15,191.0,2215.0,2012.0,1809.0,,,
B78X,thaiapm-202607,15,descent,15,162.0,,769.0,,,,
B78X,thaiapm-202607,15,climb,20,193.0,2095.0,1880.0,1664.0,,,
B78X,thaiapm-202607,15,descent,20,171.0,,769.0,,,,
B78X,thaiapm-202607,15,climb,30,197.0,1856.0,1616.0,1375.0,,,
B78X,thaiapm-202607,15,descent,30,188.0,,769.0,,,,
B78X,thaiapm-202607,15,climb,40,231.0,2089.0,1856.0,1598.0,,,
B78X,thaiapm-202607,15,descent,40,201.0,,831.0,,,,
B78X,thaiapm-202607,15,climb,60,271.0,2392.0,2167.0,1902.0,,,
B78X,thaiapm-202607,15,descent,60,228.0,,991.0,,,,
B78X,thaiapm-202607,15,climb,80,280.0,2392.0,2191.0,1966.0,,,
B78X,thaiapm-202607,15,descent,80,251.0,,1119.0,,,,
B78X,thaiapm-202607,15,climb,100,305.0,2177.0,1736.0,1459.0,,,
B78X,thaiapm-202607,15,descent,100,275.0,,1134.0,,,,
B78X,thaiapm-202607,15,climb,120,346.0,2025.0,1584.0,1316.0,,,
B78X,thaiapm-202607,15,descent,120,297.0,,1169.0,,,,
B78X,thaiapm-202607,15,climb,140,373.0,1953.0,1759.0,1584.0,,,
B78X,thaiapm-202607,15,descent,140,319.0,,1297.0,,,,
B78X,thaiapm-202607,15,climb,160,385.0,1775.0,1577.0,1378.0,,,
B78X,thaiapm-202607,15,descent,160,347.0,,1406.0,,,,
B78X,thaiapm-202607,15,climb,180,398.0,1616.0,1441.0,1266.0,,,
B78X,thaiapm-202607,15,descent,180,364.0,,1527.0,,,,
B78X,thaiapm-202607,15,climb,200,410.0,1503.0,1344.0,1231.0,,,
B78X,thaiapm-202607,15,descent,200,376.0,,1639.0,,,,
B78X,thaiapm-202607,15,climb,220,423.0,1375.0,1216.0,1103.0,,,
B78X,thaiapm-202607,15,descent,220,390.0,,1678.0,,,,
B78X,thaiapm-202607,15,climb,240,436.0,1231.0,1088.0,967.0,,,
B78X,thaiapm-202607,15,descent,240,404.0,,1719.0,,,,
B78X,thaiapm-202607,15,climb,260,449.0,1119.0,994.0,870.0,,,
B78X,thaiapm-202607,15,descent,260,418.0,,1761.0,,,,
B78X,thaiapm-202607,15,climb,280,463.0,1072.0,928.0,808.0,,,
B78X,thaiapm-202607,15,descent,280,432.0,,1778.0,,,,
B78X,thaiapm-202607,15,climb,300,476.0,1072.0,894.0,777.0,,,
B78X,thaiapm-202607,15,descent,300,447.0,,1786.0,,,,
B78X,thaiapm-202607,15,climb,320,486.0,1177.0,967.0,808.0,,,
B78X,thaiapm-202607,15,descent,320,461.0,,1794.0,,,,
B78X,thaiapm-202607,15,climb,340,486.0,1258.0,1048.0,855.0,,,
B78X,thaiapm-202607,15,descent,340,472.0,,1760.0,,,,
B78X,thaiapm-202607,15,cruise,340,491.0,,,,,,
B78X,thaiapm-202607,15,climb,360,482.0,1177.0,991.0,808.0,,,
B78X,thaiapm-202607,15,descent,360,468.0,,1616.0,,,,
B78X,thaiapm-202607,15,cruise,360,487.0,,,,,,
B78X,thaiapm-202607,15,climb,380,482.0,1033.0,862.0,712.0,,,
B78X,thaiapm-202607,15,descent,380,468.0,,1409.0,,,,
B78X,thaiapm-202607,15,cruise,380,486.0,,,,,,
B78X,thaiapm-202607,15,climb,400,482.0,873.0,688.0,511.0,,,
B78X,thaiapm-202607,15,descent,400,468.0,,1119.0,,,,
B78X,thaiapm-202607,15,cruise,400,486.0,,,,,,
BE20,thaiapm-202607,15,climb,0,155.0,1678.0,1506.0,1375.0,,,
BE20,thaiapm-202607,15,descent,0,133.0,,639.0,,,,
BE20,thaiapm-202607,15,climb,5,156.0,1678.0,1506.0,1375.0,,,
BE20,thaiapm-202607,15,descent,5,134.0,,639.0,,,,
BE20,thaiapm-202607,15,climb,10,157.0,1678.0,1506.0,1375.0,,,
BE20,thaiapm-202607,15,descent,10,135.0,,639.0,,,,
BE20,thaiapm-202607,15,climb,15,159.0,1686.0,1522.0,1387.0,,,
BE20,thaiapm-202607,15,descent,15,147.0,,683.0,,,,
BE20,thaiapm-202607,15,climb,20,162.0,1694.0,1538.0,1398.0,,,
BE20,thaiapm-202607,15,descent,20,160.0,,727.0,,,,
BE20,thaiapm-202607,15,climb,30,166.0,1709.0,1569.0,1422.0,,,
BE20,thaiapm-202607,15,descent,30,185.0,,816.0,,,,
BE20,thaiapm-202607,15,climb,40,169.0,1670.0,1522.0,1367.0,,,
BE20,thaiapm-202607,15,descent,40,197.0,,920.0,,,,
BE20,thaiapm-202607,15,climb,60,175.0,1577.0,1417.0,1281.0,,,
BE20,thaiapm-202607,15,descent,60,215.0,,1041.0,,,,
BE20,thaiapm-202607,15,climb,80,180.0,1498.0,1312.0,1184.0,,,
BE20,thaiapm-202607,15,descent,80,225.0,,1041.0,,,,
BE20,thaiapm-202607,15,climb,100,181.0,1456.0,1266.0,1117.0,,,
BE20,thaiapm-202607,15,descent,100,234.0,,1041.0,,,,
BE20,thaiapm-202607,15,climb,120,180.0,1391.0,1223.0,1086.0,,,
BE20,thaiapm-202607,15,descent,120,243.0,,1048.0,,,,
BE20,thaiapm-202607,15,climb,140,179.0,1316.0,1150.0,1025.0,,,
BE20,thaiapm-202607,15,descent,140,249.0,,1048.0,,,,
BE20,thaiapm-202607,15,climb,160,179.0,1235.0,1056.0,936.0,,,
BE20,thaiapm-202607,15,descent,160,253.0,,1056.0,,,,
BE20,thaiapm-202607,15,cruise,160,250.0,,,,,,
BE20,thaiapm-202607,15,climb,180,184.0,1130.0,978.0,855.0,,,
BE20,thaiapm-202607,15,descent,180,261.0,,1088.0,,,,
BE20,thaiapm-202607,15,cruise,180,248.0,,,,,,
BE20,thaiapm-202607,15,climb,200,190.0,1054.0,928.0,800.0,,,
BE20,thaiapm-202607,15,descent,200,271.0,,1216.0,,,,
BE20,thaiapm-202607,15,cruise,200,246.0,,,,,,
BE20,thaiapm-202607,15,climb,220,193.0,991.0,862.0,738.0,,,
BE20,thaiapm-202607,15,descent,220,274.0,,1375.0,,,,
BE20,thaiapm-202607,15,cruise,220,244.0,,,,,,
BE20,thaiapm-202607,15,climb,240,193.0,888.0,792.0,672.0,,,
BE20,thaiapm-202607,15,descent,240,276.0,,1371.0,,,,
BE20,thaiapm-202607,15,cruise,240,242.0,,,,,,
BE20,thaiapm-202607,15,cruise,260,240.0,,,,,,
C130,thaiapm-202607,15,climb,0,167.0,1344.0,1216.0,1088.0,,,
C130,thaiapm-202607,15,descent,0,130.0,,675.0,,,,
C130,thaiapm-202607,15,climb,5,168.0,1344.0,1216.0,1088.0,,,
C130,thaiapm-202607,15,descent,5,131.0,,675.0,,,,
C130,thaiapm-202607,15,climb,10,169.0,1344.0,1216.0,1088.0,,,
C130,thaiapm-202607,15,descent,10,132.0,,675.0,,,,
C130,thaiapm-202607,15,climb,15,175.0,1448.0,1308.0,1172.0,,,
C130,thaiapm-202607,15,descent,15,145.0,,706.0,,,,
C130,thaiapm-202607,15,climb,20,180.0,1553.0,1400.0,1256.0,,,
C130,thaiapm-202607,15,descent,20,159.0,,738.0,,,,
C130,thaiapm-202607,15,climb,30,191.0,1762.0,1584.0,1425.0,,,
C130,thaiapm-202607,15,descent,30,186.0,,800.0,,,,
C130,thaiapm-202607,15,climb,40,193.0,1753.0,1580.0,1427.0,,,
C130,thaiapm-202607,15,descent,40,207.0,,912.0,,,,
C130,thaiapm-202607,15,climb,60,198.0,1680.0,1516.0,1370.0,,,
C130,thaiapm-202607,15,descent,60,237.0,,1064.0,,,,
C130,thaiapm-202607,15,climb,80,203.0,1561.0,1384.0,1231.0,,,
C130,thaiapm-202607,15,descent,80,253.0,,1161.0,,,,
C130,thaiapm-202607,15,climb,100,207.0,1472.0,1281.0,1119.0,,,
C130,thaiapm-202607,15,descent,100,266.0,,1266.0,,,,
C130,thaiapm-202607,15,climb,120,209.0,1375.0,1200.0,1041.0,,,
C130,thaiapm-202607,15,descent,120,276.0,,1312.0,,,,
C130,thaiapm-202607,15,climb,140,210.0,1247.0,1088.0,944.0,,,
C130,thaiapm-202607,15,descent,140,285.0,,1320.0,,,,
C130,thaiapm-202607,15,climb,160,211.0,1134.0,975.0,831.0,,,
C130,thaiapm-202607,15,descent,160,295.0,,1332.0,,,,
C130,thaiapm-202607,15,climb,180,212.0,991.0,847.0,703.0,,,
C130,thaiapm-202607,15,descent,180,304.0,,1316.0,,,,
C130,thaiapm-202607,15,cruise,180,287.0,,,,,,
C130,thaiapm-202607,15,climb,200,217.0,831.0,709.0,591.0,,,
C130,thaiapm-202607,15,descent,200,306.0,,1239.0,,,,
C130,thaiapm-202607,15,cruise,200,285.0,,,,,,
C130,thaiapm-202607,15,climb,220,225.0,753.0,612.0,512.0,,,
C130,thaiapm-202607,15,descent,220,305.0,,1191.0,,,,
C130,thaiapm-202607,15,cruise,220,283.0,,,,,,
C130,thaiapm-202607,15,climb,240,220.0,702.0,555.0,481.0,,,
C17,thaiapm-202607,15,climb,0,246.0,2238.0,2000.0,1569.0,,,
C17,thaiapm-202607,15,descent,0,131.0,,675.0,,,,
C17,thaiapm-202607,15,climb,5,247.0,2238.0,2000.0,1569.0,,,
C17,thaiapm-202607,15,descent,5,132.0,,675.0,,,,
C17,thaiapm-202607,15,climb,10,249.0,2238.0,2000.0,1569.0,,,
C17,thaiapm-202607,15,descent,10,133.0,,675.0,,,,
C17,thaiapm-202607,15,climb,15,251.0,2238.0,2000.0,1569.0,,,
C17,thaiapm-202607,15,descent,15,146.0,,759.0,,,,
C17,thaiapm-202607,15,climb,20,253.0,2238.0,2000.0,1569.0,,,
C17,thaiapm-202607,15,descent,20,160.0,,842.0,,,,
C17,thaiapm-202607,15,climb,30,256.0,2238.0,2000.0,1569.0,,,
C17,thaiapm-202607,15,descent,30,187.0,,1009.0,,,,
C17,thaiapm-202607,15,climb,40,262.0,2206.0,2048.0,1648.0,,,
C17,thaiapm-202607,15,descent,40,217.0,,1200.0,,,,
C17,thaiapm-202607,15,climb,60,271.0,2299.0,2112.0,1784.0,,,
C17,thaiapm-202607,15,descent,60,259.0,,1448.0,,,,
C17,thaiapm-202607,15,climb,80,280.0,2371.0,2039.0,1784.0,,,
C17,thaiapm-202607,15,descent,80,277.0,,1506.0,,,,
C17,thaiapm-202607,15,climb,100,304.0,1918.0,1511.0,1183.0,,,
C17,thaiapm-202607,15,descent,100,293.0,,1491.0,,,,
C17,thaiapm-202607,15,climb,120,347.0,1675.0,1316.0,965.0,,,
C17,thaiapm-202607,15,descent,120,331.0,,1491.0,,,,
C17,thaiapm-202607,15,climb,140,377.0,1845.0,1549.0,1271.0,,,
C17,thaiapm-202607,15,descent,140,370.0,,1770.0,,,,
C17,thaiapm-202607,15,climb,160,388.0,1683.0,1417.0,1153.0,,,
C17,thaiapm-202607,15,descent,160,388.0,,2022.0,,,,
C17,thaiapm-202607,15,climb,180,400.0,1458.0,1272.0,975.0,,,
C17,thaiapm-202607,15,descent,180,401.0,,2022.0,,,,
C17,thaiapm-202607,15,climb,200,412.0,1270.0,1088.0,831.0,,,
C17,thaiapm-202607,15,descent,200,412.0,,2058.0,,,,
C17,thaiapm-202607,15,climb,220,425.0,1037.0,829.0,658.0,,,
C17,thaiapm-202607,15,descent,220,425.0,,2066.0,,,,
C17,thaiapm-202607,15,climb,240,437.0,886.0,676.0,530.0,,,
C17,thaiapm-202607,15,descent,240,438.0,,2062.0,,,,
C17,thaiapm-202607,15,climb,260,441.0,829.0,634.0,536.0,,,
C17,thaiapm-202607,15,descent,260,447.0,,2105.0,,,,
C17,thaiapm-202607,15,climb,280,437.0,837.0,611.0,520.0,,,
C17,thaiapm-202607,15,descent,280,452.0,,2093.0,,,,
C17,thaiapm-202607,15,cruise,280,452.0,,,,,,
C17,thaiapm-202607,15,descent,300,448.0,,2025.0,,,,
C17,thaiapm-202607,15,cruise,300,448.0,,,,,,
C17,thaiapm-202607,15,descent,320,444.0,,1959.0,,,,
C17,thaiapm-202607,15,cruise,320,444.0,,,,,,
C17,thaiapm-202607,15,cruise,340,440.0,,,,,,
C295,thaiapm-202607,15,climb,0,147.0,2144.0,1825.0,1538.0,,,
C295,thaiapm-202607,15,descent,0,129.0,,638.0,,,,
C295,thaiapm-202607,15,climb,5,148.0,2144.0,1825.0,1538.0,,,
C295,thaiapm-202607,15,descent,5,130.0,,638.0,,,,
C295,thaiapm-202607,15,climb,10,149.0,2144.0,1825.0,1538.0,,,
C295,thaiapm-202607,15,descent,10,131.0,,638.0,,,,
C295,thaiapm-202607,15,climb,15,150.0,2008.0,1738.0,1481.0,,,
C295,thaiapm-202607,15,descent,15,146.0,,705.0,,,,
C295,thaiapm-202607,15,climb,20,150.0,1872.0,1650.0,1425.0,,,
C295,thaiapm-202607,15,descent,20,161.0,,773.0,,,,
C295,thaiapm-202607,15,climb,30,151.0,1600.0,1475.0,1312.0,,,
C295,thaiapm-202607,15,descent,30,192.0,,909.0,,,,
C295,thaiapm-202607,15,climb,40,154.0,1503.0,1386.0,1231.0,,,
C295,thaiapm-202607,15,descent,40,208.0,,967.0,,,,
C295,thaiapm-202607,15,climb,60,158.0,1344.0,1239.0,1088.0,,,
C295,thaiapm-202607,15,descent,60,229.0,,1009.0,,,,
C295,thaiapm-202607,15,climb,80,164.0,1208.0,1088.0,959.0,,,
C295,thaiapm-202607,15,descent,80,239.0,,994.0,,,,
C295,thaiapm-202607,15,climb,100,169.0,1064.0,944.0,816.0,,,
C295,thaiapm-202607,15,descent,100,247.0,,994.0,,,,
C295,thaiapm-202607,15,climb,120,174.0,928.0,827.0,688.0,,,
C295,thaiapm-202607,15,descent,120,253.0,,994.0,,,,
C295,thaiapm-202607,15,climb,140,179.0,800.0,684.0,587.0,,,
C295,thaiapm-202607,15,descent,140,255.0,,994.0,,,,
C295,thaiapm-202607,15,climb,160,185.0,672.0,559.0,493.0,,,
C295,thaiapm-202607,15,descent,160,253.0,,994.0,,,,
C295,thaiapm-202607,15,cruise,160,230.0,,,,,,
C295,thaiapm-202607,15,climb,180,188.0,555.0,481.0,434.0,,,
C295,thaiapm-202607,15,descent,180,250.0,,936.0,,,,
C295,thaiapm-202607,15,cruise,180,228.0,,,,,,
C295,thaiapm-202607,15,cruise,200,226.0,,,,,,
C510,thaiapm-202607,15,climb,0,138.0,2050.0,1903.0,1759.0,,,
C510,thaiapm-202607,15,descent,0,120.0,,606.0,,,,
C510,thaiapm-202607,15,climb,5,138.0,2050.0,1903.0,1759.0,,,
C510,thaiapm-202607,15,descent,5,120.0,,606.0,,,,
C510,thaiapm-202607,15,climb,10,140.0,2050.0,1903.0,1759.0,,,
C510,thaiapm-202607,15,descent,10,121.0,,606.0,,,,
C510,thaiapm-202607,15,climb,15,144.0,2141.0,1971.0,1812.0,,,
C510,thaiapm-202607,15,descent,15,138.0,,670.0,,,,
C510,thaiapm-202607,15,climb,20,149.0,2233.0,2039.0,1864.0,,,
C510,thaiapm-202607,15,descent,20,155.0,,734.0,,,,
C510,thaiapm-202607,15,climb,30,158.0,2416.0,2175.0,1969.0,,,
C510,thaiapm-202607,15,descent,30,190.0,,862.0,,,,
C510,thaiapm-202607,15,climb,40,170.0,2327.0,2112.0,1930.0,,,
C510,thaiapm-202607,15,descent,40,211.0,,1041.0,,,,
C510,thaiapm-202607,15,climb,60,185.0,2206.0,2016.0,1873.0,,,
C510,thaiapm-202607,15,descent,60,240.0,,1281.0,,,,
C510,thaiapm-202607,15,climb,80,191.0,2126.0,1950.0,1795.0,,,
C510,thaiapm-202607,15,descent,80,258.0,,1383.0,,,,
C510,thaiapm-202607,15,climb,100,197.0,1967.0,1827.0,1667.0,,,
C510,thaiapm-202607,15,descent,100,274.0,,1430.0,,,,
C510,thaiapm-202607,15,climb,120,203.0,1791.0,1636.0,1519.0,,,
C510,thaiapm-202607,15,descent,120,285.0,,1452.0,,,,
C510,thaiapm-202607,15,climb,140,210.0,1582.0,1456.0,1359.0,,,
C510,thaiapm-202607,15,descent,140,295.0,,1498.0,,,,
C510,thaiapm-202607,15,climb,160,216.0,1399.0,1312.0,1237.0,,,
C510,thaiapm-202607,15,descent,160,305.0,,1565.0,,,,
C510,thaiapm-202607,15,climb,180,223.0,1289.0,1184.0,1116.0,,,
C510,thaiapm-202607,15,descent,180,315.0,,1631.0,,,,
C510,thaiapm-202607,15,climb,200,231.0,1145.0,1041.0,967.0,,,
C510,thaiapm-202607,15,descent,200,324.0,,1678.0,,,,
C510,thaiapm-202607,15,climb,220,238.0,998.0,897.0,833.0,,,
C510,thaiapm-202607,15,descent,220,334.0,,1752.0,,,,
C510,thaiapm-202607,15,climb,240,246.0,862.0,769.0,705.0,,,
C510,thaiapm-202607,15,descent,240,343.0,,1833.0,,,,
C510,thaiapm-202607,15,climb,260,249.0,810.0,722.0,638.0,,,
C510,thaiapm-202607,15,descent,260,340.0,,1856.0,,,,
C510,thaiapm-202607,15,cruise,260,307.0,,,,,,
C510,thaiapm-202607,15,climb,280,247.0,810.0,722.0,638.0,,,
C510,thaiapm-202607,15,descent,280,338.0,,1503.0,,,,
C510,thaiapm-202607,15,cruise,280,304.0,,,,,,
C510,thaiapm-202607,15,climb,300,245.0,800.0,691.0,622.0,,,
C510,thaiapm-202607,15,descent,300,335.0,,1072.0,,,,
C510,thaiapm-202607,15,cruise,300,302.0,,,,,,
C510,thaiapm-202607,15,cruise,320,299.0,,,,,,
C750,thaiapm-202607,15,climb,0,180.0,3344.0,3169.0,2909.0,,,
C750,thaiapm-202607,15,descent,0,137.0,,706.0,,,,
C750,thaiapm-202607,15,climb,5,181.0,3344.0,3169.0,2909.0,,,
C750,thaiapm-202607,15,descent,5,138.0,,706.0,,,,
C750,thaiapm-202607,15,climb,10,183.0,3344.0,3169.0,2909.0,,,
C750,thaiapm-202607,15,descent,10,139.0,,706.0,,,,
C750,thaiapm-202607,15,climb,15,187.0,3292.0,3097.0,2806.0,,,
C750,thaiapm-202607,15,descent,15,150.0,,730.0,,,,
C750,thaiapm-202607,15,climb,20,191.0,3241.0,3025.0,2702.0,,,
C750,thaiapm-202607,15,descent,20,161.0,,753.0,,,,
C750,thaiapm-202607,15,climb,30,199.0,3138.0,2881.0,2495.0,,,
C750,thaiapm-202607,15,descent,30,184.0,,800.0,,,,
C750,thaiapm-202607,15,climb,40,209.0,3122.0,2800.0,2416.0,,,
C750,thaiapm-202607,15,descent,40,200.0,,936.0,,,,
C750,thaiapm-202607,15,climb,60,235.0,3000.0,2622.0,2272.0,,,
C750,thaiapm-202607,15,descent,60,231.0,,1131.0,,,,
C750,thaiapm-202607,15,climb,80,266.0,2893.0,2563.0,2171.0,,,
C750,thaiapm-202607,15,descent,80,256.0,,1267.0,,,,
C750,thaiapm-202607,15,climb,100,288.0,2907.0,2613.0,2169.0,,,
C750,thaiapm-202607,15,descent,100,279.0,,1409.0,,,,
C750,thaiapm-202607,15,climb,120,304.0,2870.0,2560.0,2173.0,,,
C750,thaiapm-202607,15,descent,120,296.0,,1491.0,,,,
C750,thaiapm-202607,15,climb,140,323.0,2738.0,2385.0,2053.0,,,
C750,thaiapm-202607,15,descent,140,310.0,,1584.0,,,,
C750,thaiapm-202607,15,climb,160,338.0,2520.0,2225.0,1901.0,,,
C750,thaiapm-202607,15,descent,160,326.0,,1712.0,,,,
C750,thaiapm-202607,15,climb,180,350.0,2280.0,2062.0,1748.0,,,
C750,thaiapm-202607,15,descent,180,343.0,,1825.0,,,,
C750,thaiapm-202607,15,climb,200,360.0,2047.0,1822.0,1565.0,,,
C750,thaiapm-202607,15,descent,200,360.0,,1934.0,,,,
C750,thaiapm-202607,15,climb,220,372.0,1872.0,1631.0,1429.0,,,
C750,thaiapm-202607,15,descent,220,376.0,,2016.0,,,,
