actype,version,isa_offset,phase,fl,tas,rocd_lo,rocd_nom,rocd_hi,fuel_lo,fuel_nom,fuel_hi
AT76,thaiapm-202607,15,climb,10,142.0,1344.0,1056.0,862.0,,,
AT76,thaiapm-202607,15,descent,10,118.0,,606.0,,,,
AT76,thaiapm-202607,15,climb,15,147.0,1332.0,1080.0,911.0,,,
AT76,thaiapm-202607,15,descent,15,133.0,,678.0,,,,
AT76,thaiapm-202607,15,climb,20,153.0,1320.0,1103.0,959.0,,,
AT76,thaiapm-202607,15,descent,20,148.0,,750.0,,,,
AT76,thaiapm-202607,15,climb,30,164.0,1297.0,1150.0,1056.0,,,
AT76,thaiapm-202607,15,descent,30,180.0,,894.0,,,,
AT76,thaiapm-202607,15,climb,40,171.0,1239.0,1088.0,991.0,,,
AT76,thaiapm-202607,15,descent,40,197.0,,998.0,,,,
AT76,thaiapm-202607,15,climb,60,182.0,1111.0,975.0,870.0,,,
AT76,thaiapm-202607,15,descent,60,228.0,,1192.0,,,,
AT76,thaiapm-202607,15,climb,80,190.0,967.0,847.0,761.0,,,
AT76,thaiapm-202607,15,descent,80,252.0,,1312.0,,,,
AT76,thaiapm-202607,15,climb,100,197.0,831.0,722.0,641.0,,,
AT76,thaiapm-202607,15,descent,100,267.0,,1312.0,,,,
AT76,thaiapm-202607,15,climb,120,203.0,722.0,625.0,528.0,,,
AT76,thaiapm-202607,15,descent,120,276.0,,1153.0,,,,
AT76,thaiapm-202607,15,climb,140,210.0,625.0,528.0,450.0,,,
AT76,thaiapm-202607,15,descent,140,278.0,,1002.0,,,,
AT76,thaiapm-202607,15,climb,160,216.0,528.0,450.0,384.0,,,
AT76,thaiapm-202607,15,descent,160,274.0,,952.0,,,,
AT76,thaiapm-202607,15,cruise,160,250.0,,,,,,
AT76,thaiapm-202607,15,climb,180,218.0,481.0,419.0,350.0,,,
AT76,thaiapm-202607,15,descent,180,270.0,,934.0,,,,
AT76,thaiapm-202607,15,cruise,180,248.0,,,,,,
B350,thaiapm-202607,15,climb,0,161.0,2050.0,1872.0,1702.0,,,
B350,thaiapm-202607,15,descent,0,129.0,,638.0,,,,
B350,thaiapm-202607,15,climb,5,162.0,2050.0,1872.0,1702.0,,,
B350,thaiapm-202607,15,descent,5,130.0,,638.0,,,,
B350,thaiapm-202607,15,climb,10,163.0,2050.0,1872.0,1702.0,,,
B350,thaiapm-202607,15,descent,10,131.0,,638.0,,,,
B350,thaiapm-202607,15,climb,15,166.0,2058.0,1876.0,1700.0,,,
B350,thaiapm-202607,15,descent,15,144.0,,686.0,,,,
B350,thaiapm-202607,15,climb,20,169.0,2066.0,1880.0,1698.0,,,
B350,thaiapm-202607,15,descent,20,157.0,,734.0,,,,
B350,thaiapm-202607,15,climb,30,174.0,2081.0,1888.0,1694.0,,,
B350,thaiapm-202607,15,descent,30,185.0,,831.0,,,,
B350,thaiapm-202607,15,climb,40,178.0,2016.0,1841.0,1631.0,,,
B350,thaiapm-202607,15,descent,40,197.0,,928.0,,,,
B350,thaiapm-202607,15,climb,60,182.0,1904.0,1728.0,1522.0,,,
B350,thaiapm-202607,15,descent,60,217.0,,1025.0,,,,
B350,thaiapm-202607,15,climb,80,187.0,1800.0,1608.0,1409.0,,,
B350,thaiapm-202607,15,descent,80,233.0,,1056.0,,,,
B350,thaiapm-202607,15,climb,100,190.0,1688.0,1497.0,1312.0,,,
B350,thaiapm-202607,15,descent,100,245.0,,1103.0,,,,
B350,thaiapm-202607,15,climb,120,192.0,1569.0,1377.0,1231.0,,,
B350,thaiapm-202607,15,descent,120,255.0,,1103.0,,,,
B350,thaiapm-202607,15,climb,140,194.0,1441.0,1266.0,1134.0,,,
B350,thaiapm-202607,15,descent,140,266.0,,1103.0,,,,
B350,thaiapm-202607,15,climb,160,194.0,1299.0,1153.0,1033.0,,,
B350,thaiapm-202607,15,descent,160,274.0,,1088.0,,,,
B350,thaiapm-202607,15,climb,180,197.0,1139.0,1025.0,905.0,,,
B350,thaiapm-202607,15,descent,180,281.0,,1041.0,,,,
B350,thaiapm-202607,15,cruise,180,267.0,,,,,,
B350,thaiapm-202607,15,climb,200,197.0,1000.0,905.0,800.0,,,
B350,thaiapm-202607,15,descent,200,286.0,,1025.0,,,,
B350,thaiapm-202607,15,cruise,200,265.0,,,,,,
B350,thaiapm-202607,15,climb,220,197.0,872.0,777.0,688.0,,,
B350,thaiapm-202607,15,descent,220,285.0,,984.0,,,,
B350,thaiapm-202607,15,cruise,220,263.0,,,,,,
B350,thaiapm-202607,15,climb,240,204.0,749.0,656.0,559.0,,,
B350,thaiapm-202607,15,descent,240,281.0,,918.0,,,,
B350,thaiapm-202607,15,cruise,240,261.0,,,,,,
B38M,thaiapm-202607,15,climb,0,173.0,2369.0,2191.0,1966.0,,,
B38M,thaiapm-202607,15,descent,0,117.0,,455.0,,,,
B38M,thaiapm-202607,15,climb,5,174.0,2369.0,2191.0,1966.0,,,
B38M,thaiapm-202607,15,descent,5,134.0,,620.0,,,,
B38M,thaiapm-202607,15,climb,10,176.0,2369.0,2191.0,1966.0,,,
B38M,thaiapm-202607,15,descent,10,152.0,,784.0,,,,
B38M,thaiapm-202607,15,climb,15,177.0,2269.0,2075.0,1859.0,,,
B38M,thaiapm-202607,15,descent,15,159.0,,788.0,,,,
B38M,thaiapm-202607,15,climb,20,179.0,2169.0,1959.0,1752.0,,,
B38M,thaiapm-202607,15,descent,20,166.0,,792.0,,,,
B38M,thaiapm-202607,15,climb,30,182.0,1969.0,1728.0,1538.0,,,
B38M,thaiapm-202607,15,descent,30,181.0,,800.0,,,,
B38M,thaiapm-202607,15,climb,40,216.0,2056.0,1703.0,1448.0,,,
B38M,thaiapm-202607,15,descent,40,197.0,,897.0,,,,
B38M,thaiapm-202607,15,climb,60,263.0,2319.0,1977.0,1705.0,,,
B38M,thaiapm-202607,15,descent,60,228.0,,1064.0,,,,
B38M,thaiapm-202607,15,climb,80,280.0,2447.0,2241.0,2025.0,,,
B38M,thaiapm-202607,15,descent,80,253.0,,1192.0,,,,
B38M,thaiapm-202607,15,climb,100,299.0,2209.0,1895.0,1625.0,,,
B38M,thaiapm-202607,15,descent,100,278.0,,1250.0,,,,
B38M,thaiapm-202607,15,climb,120,326.0,2066.0,1736.0,1464.0,,,
B38M,thaiapm-202607,15,descent,120,301.0,,1362.0,,,,
B38M,thaiapm-202607,15,climb,140,342.0,2066.0,1833.0,1623.0,,,
B38M,thaiapm-202607,15,descent,140,325.0,,1569.0,,,,
B38M,thaiapm-202607,15,climb,160,353.0,1922.0,1689.0,1488.0,,,
B38M,thaiapm-202607,15,descent,160,348.0,,1728.0,,,,
B38M,thaiapm-202607,15,climb,180,363.0,1744.0,1519.0,1336.0,,,
B38M,thaiapm-202607,15,descent,180,363.0,,1848.0,,,,
B38M,thaiapm-202607,15,climb,200,375.0,1600.0,1391.0,1208.0,,,
B38M,thaiapm-202607,15,descent,200,375.0,,1927.0,,,,
B38M,thaiapm-202607,15,climb,220,388.0,1497.0,1312.0,1134.0,,,
B38M,thaiapm-202607,15,descent,220,386.0,,1984.0,,,,
B38M,thaiapm-202607,15,climb,240,400.0,1416.0,1231.0,1072.0,,,
B38M,thaiapm-202607,15,descent,240,398.0,,2042.0,,,,
B38M,thaiapm-202607,15,climb,260,412.0,1312.0,1119.0,959.0,,,
B38M,thaiapm-202607,15,descent,260,411.0,,2066.0,,,,
B38M,thaiapm-202607,15,climb,280,425.0,1184.0,1009.0,847.0,,,
B38M,thaiapm-202607,15,descent,280,423.0,,2033.0,,,,
B38M,thaiapm-202607,15,climb,300,438.0,1103.0,944.0,800.0,,,
B38M,thaiapm-202607,15,descent,300,434.0,,1959.0,,,,
B38M,thaiapm-202607,15,climb,320,449.0,1082.0,925.0,784.0,,,
B38M,thaiapm-202607,15,descent,320,444.0,,1744.0,,,,
B38M,thaiapm-202607,15,cruise,320,458.0,,,,,,
B38M,thaiapm-202607,15,climb,340,445.0,1066.0,909.0,738.0,,,
B38M,thaiapm-202607,15,descent,340,440.0,,1305.0,,,,
B38M,thaiapm-202607,15,cruise,340,454.0,,,,,,
B38M,thaiapm-202607,15,climb,360,441.0,1009.0,847.0,672.0,,,
B38M,thaiapm-202607,15,descent,360,436.0,,1017.0,,,,
B38M,thaiapm-202607,15,cruise,360,450.0,,,,,,
B38M,thaiapm-202607,15,climb,380,441.0,936.0,769.0,591.0,,,
B38M,thaiapm-202607,15,descent,380,436.0,,986.0,,,,
B38M,thaiapm-202607,15,cruise,380,450.0,,,,,,
B39M,thaiapm-202607,15,climb,0,192.0,1555.0,1359.0,1234.0,,,
B39M,thaiapm-202607,15,descent,0,152.0,,800.0,,,,
B39M,thaiapm-202607,15,climb,5,193.0,1555.0,1359.0,1234.0,,,
B39M,thaiapm-202607,15,descent,5,153.0,,800.0,,,,
B39M,thaiapm-202607,15,climb,10,195.0,1555.0,1359.0,1234.0,,,
B39M,thaiapm-202607,15,descent,10,154.0,,800.0,,,,
B39M,thaiapm-202607,15,climb,15,207.0,1654.0,1464.0,1320.0,,,
B39M,thaiapm-202607,15,descent,15,161.0,,762.0,,,,
B39M,thaiapm-202607,15,climb,20,220.0,1754.0,1569.0,1407.0,,,
B39M,thaiapm-202607,15,descent,20,168.0,,723.0,,,,
B39M,thaiapm-202607,15,climb,30,246.0,1953.0,1778.0,1580.0,,,
B39M,thaiapm-202607,15,descent,30,183.0,,647.0,,,,
B39M,thaiapm-202607,15,climb,40,257.0,2161.0,1992.0,1815.0,,,
B39M,thaiapm-202607,15,descent,40,205.0,,805.0,,,,
B39M,thaiapm-202607,15,climb,60,272.0,2303.0,2159.0,2008.0,,,
B39M,thaiapm-202607,15,descent,60,241.0,,1025.0,,,,
B39M,thaiapm-202607,15,climb,80,280.0,2187.0,2064.0,1927.0,,,
B39M,thaiapm-202607,15,descent,80,264.0,,1134.0,,,,
B39M,thaiapm-202607,15,climb,100,299.0,1848.0,1633.0,1519.0,,,
B39M,thaiapm-202607,15,descent,100,290.0,,1183.0,,,,
B39M,thaiapm-202607,15,climb,120,326.0,1680.0,1441.0,1294.0,,,
B39M,thaiapm-202607,15,descent,120,318.0,,1408.0,,,,
B39M,thaiapm-202607,15,climb,140,343.0,1716.0,1584.0,1422.0,,,
B39M,thaiapm-202607,15,descent,140,338.0,,1744.0,,,,
B39M,thaiapm-202607,15,climb,160,353.0,1544.0,1448.0,1328.0,,,
B39M,thaiapm-202607,15,descent,160,354.0,,1903.0,,,,
B39M,thaiapm-202607,15,climb,180,365.0,1400.0,1289.0,1177.0,,,
B39M,thaiapm-202607,15,descent,180,367.0,,1992.0,,,,
B39M,thaiapm-202607,15,climb,200,376.0,1281.0,1141.0,1033.0,,,
B39M,thaiapm-202607,15,descent,200,380.0,,2070.0,,,,
B39M,thaiapm-202607,15,climb,220,389.0,1136.0,995.0,897.0,,,
B39M,thaiapm-202607,15,descent,220,393.0,,2124.0,,,,
B39M,thaiapm-202607,15,climb,240,404.0,973.0,862.0,769.0,,,
B39M,thaiapm-202607,15,descent,240,405.0,,2144.0,,,,
B39M,thaiapm-202607,15,climb,260,417.0,847.0,745.0,656.0,,,
B39M,thaiapm-202607,15,descent,260,417.0,,2159.0,,,,
B39M,thaiapm-202607,15,climb,280,428.0,733.0,633.0,559.0,,,
B39M,thaiapm-202607,15,descent,280,428.0,,2191.0,,,,
B39M,thaiapm-202607,15,climb,300,442.0,670.0,575.0,512.0,,,
B39M,thaiapm-202607,15,descent,300,439.0,,2198.0,,,,
B39M,thaiapm-202607,15,cruise,300,462.0,,,,,,
B39M,thaiapm-202607,15,climb,320,449.0,641.0,544.0,481.0,,,
B39M,thaiapm-202607,15,descent,320,449.0,,1643.0,,,,
B39M,thaiapm-202607,15,cruise,320,458.0,,,,,,
B39M,thaiapm-202607,15,climb,340,445.0,717.0,536.0,402.0,,,
B39M,thaiapm-202607,15,descent,340,445.0,,1045.0,,,,
B39M,thaiapm-202607,15,cruise,340,454.0,,,,,,
B39M,thaiapm-202607,15,climb,360,441.0,790.0,595.0,429.0,,,
B39M,thaiapm-202607,15,descent,360,441.0,,989.0,,,,
B39M,thaiapm-202607,15,cruise,360,450.0,,,,,,
B733,thaiapm-202607,15,climb,0,170.0,2369.0,1762.0,1438.0,,,
B733,thaiapm-202607,15,descent,0,141.0,,706.0,,,,
B733,thaiapm-202607,15,climb,5,171.0,2369.0,1762.0,1438.0,,,
B733,thaiapm-202607,15,descent,5,142.0,,706.0,,,,
B733,thaiapm-202607,15,climb,10,172.0,2369.0,1762.0,1438.0,,,
B733,thaiapm-202607,15,descent,10,143.0,,706.0,,,,
B733,thaiapm-202607,15,climb,15,186.0,2392.0,1806.0,1478.0,,,
B733,thaiapm-202607,15,descent,15,154.0,,753.0,,,,
B733,thaiapm-202607,15,climb,20,200.0,2416.0,1850.0,1519.0,,,
B733,thaiapm-202607,15,descent,20,165.0,,800.0,,,,
B733,thaiapm-202607,15,climb,30,229.0,2462.0,1938.0,1600.0,,,
B733,thaiapm-202607,15,descent,30,188.0,,894.0,,,,
B733,thaiapm-202607,15,climb,40,242.0,2602.0,2165.0,1722.0,,,
B733,thaiapm-202607,15,descent,40,201.0,,975.0,,,,
B733,thaiapm-202607,15,climb,60,263.0,2810.0,2420.0,1980.0,,,
B733,thaiapm-202607,15,descent,60,228.0,,1072.0,,,,
B733,thaiapm-202607,15,climb,80,276.0,2775.0,2380.0,1971.0,,,
B733,thaiapm-202607,15,descent,80,247.0,,1103.0,,,,
B733,thaiapm-202607,15,climb,100,298.0,2361.0,1926.0,1523.0,,,
B733,thaiapm-202607,15,descent,100,271.0,,1119.0,,,,
B733,thaiapm-202607,15,climb,120,325.0,2322.0,1906.0,1640.0,,,
B733,thaiapm-202607,15,descent,120,296.0,,1119.0,,,,
B733,thaiapm-202607,15,climb,140,341.0,2540.0,2225.0,1992.0,,,
B733,thaiapm-202607,15,descent,140,318.0,,1184.0,,,,
B733,thaiapm-202607,15,climb,160,351.0,2409.0,2128.0,1907.0,,,
B733,thaiapm-202607,15,descent,160,343.0,,1281.0,,,,
B733,thaiapm-202607,15,climb,180,362.0,2244.0,1965.0,1744.0,,,
B733,thaiapm-202607,15,descent,180,358.0,,1664.0,,,,
B733,thaiapm-202607,15,climb,200,373.0,2075.0,1783.0,1553.0,,,
B733,thaiapm-202607,15,descent,200,371.0,,1998.0,,,,
B733,thaiapm-202607,15,climb,220,385.0,1884.0,1600.0,1394.0,,,
B733,thaiapm-202607,15,descent,220,384.0,,2062.0,,,,
B733,thaiapm-202607,15,climb,240,397.0,1687.0,1409.0,1216.0,,,
B733,thaiapm-202607,15,descent,240,398.0,,2023.0,,,,
B733,thaiapm-202607,15,climb,260,409.0,1484.0,1259.0,1083.0,,,
B733,thaiapm-202607,15,descent,260,411.0,,1495.0,,,,
B733,thaiapm-202607,15,climb,280,422.0,1293.0,1111.0,957.0,,,
B733,thaiapm-202607,15,descent,280,424.0,,1056.0,,,,
B733,thaiapm-202607,15,climb,300,434.0,1184.0,1017.0,891.0,,,
B733,thaiapm-202607,15,descent,300,432.0,,994.0,,,,
B733,thaiapm-202607,15,cruise,300,434.0,,,,,,
B733,thaiapm-202607,15,climb,320,430.0,1072.0,959.0,873.0,,,
B733,thaiapm-202607,15,descent,320,430.0,,978.0,,,,
B733,thaiapm-202607,15,cruise,320,430.0,,,,,,
B733,thaiapm-202607,15,cruise,340,426.0,,,,,,
B734,thaiapm-202607,15,climb,0,176.0,2769.0,2562.0,2306.0,,,
B734,thaiapm-202607,15,descent,0,114.0,,369.0,,,,
B734,thaiapm-202607,15,climb,5,177.0,2769.0,2562.0,2306.0,,,
B734,thaiapm-202607,15,descent,5,128.0,,538.0,,,,
B734,thaiapm-202607,15,climb,10,179.0,2769.0,2562.0,2306.0,,,
B734,thaiapm-202607,15,descent,10,142.0,,706.0,,,,
B734,thaiapm-202607,15,climb,15,181.0,2612.0,2382.0,2114.0,,,
B734,thaiapm-202607,15,descent,15,153.0,,730.0,,,,
B734,thaiapm-202607,15,climb,20,183.0,2456.0,2202.0,1922.0,,,
B734,thaiapm-202607,15,descent,20,165.0,,753.0,,,,
B734,thaiapm-202607,15,climb,30,187.0,2144.0,1841.0,1538.0,,,
B734,thaiapm-202607,15,descent,30,188.0,,800.0,,,,
B734,thaiapm-202607,15,climb,40,222.0,2256.0,1880.0,1462.0,,,
B734,thaiapm-202607,15,descent,40,202.0,,897.0,,,,
B734,thaiapm-202607,15,climb,60,267.0,2609.0,2241.0,1781.0,,,
B734,thaiapm-202607,15,descent,60,230.0,,1088.0,,,,
B734,thaiapm-202607,15,climb,80,280.0,2800.0,2512.0,2159.0,,,
B734,thaiapm-202607,15,descent,80,259.0,,1247.0,,,,
B734,thaiapm-202607,15,climb,100,301.0,2347.0,1888.0,1655.0,,,
B734,thaiapm-202607,15,descent,100,284.0,,1344.0,,,,
B734,thaiapm-202607,15,climb,120,334.0,2300.0,1845.0,1639.0,,,
B734,thaiapm-202607,15,descent,120,310.0,,1488.0,,,,
B734,thaiapm-202607,15,climb,140,355.0,2591.0,2307.0,2064.0,,,
B734,thaiapm-202607,15,descent,140,336.0,,1744.0,,,,
B734,thaiapm-202607,15,climb,160,365.0,2478.0,2175.0,1944.0,,,
B734,thaiapm-202607,15,descent,160,351.0,,1919.0,,,,
B734,thaiapm-202607,15,climb,180,376.0,2303.0,2008.0,1773.0,,,
B734,thaiapm-202607,15,descent,180,363.0,,2031.0,,,,
B734,thaiapm-202607,15,climb,200,387.0,2097.0,1841.0,1596.0,,,
B734,thaiapm-202607,15,descent,200,375.0,,2144.0,,,,
B734,thaiapm-202607,15,climb,220,399.0,1922.0,1662.0,1431.0,,,
B734,thaiapm-202607,15,descent,220,386.0,,2198.0,,,,
B734,thaiapm-202607,15,climb,240,411.0,1720.0,1460.0,1280.0,,,
B734,thaiapm-202607,15,descent,240,398.0,,2247.0,,,,
B734,thaiapm-202607,15,climb,260,422.0,1571.0,1328.0,1152.0,,,
B734,thaiapm-202607,15,descent,260,411.0,,2273.0,,,,
B734,thaiapm-202607,15,climb,280,437.0,1516.0,1289.0,1088.0,,,
B734,thaiapm-202607,15,descent,280,423.0,,1906.0,,,,
B734,thaiapm-202607,15,climb,300,434.0,1506.0,1248.0,1025.0,,,
B734,thaiapm-202607,15,descent,300,434.0,,1281.0,,,,
B734,thaiapm-202607,15,cruise,300,435.0,,,,,,
B734,thaiapm-202607,15,climb,320,430.0,1328.0,1081.0,897.0,,,
B734,thaiapm-202607,15,descent,320,430.0,,1025.0,,,,
B734,thaiapm-202607,15,cruise,320,431.0,,,,,,
B734,thaiapm-202607,15,climb,340,426.0,1080.0,928.0,735.0,,,
B734,thaiapm-202607,15,descent,340,426.0,,1009.0,,,,
B734,thaiapm-202607,15,cruise,340,427.0,,,,,,
B737,thaiapm-202607,15,climb,0,157.0,2528.0,2338.0,2175.0,,,
B737,thaiapm-202607,15,descent,0,136.0,,706.0,,,,
B737,thaiapm-202607,15,climb,5,158.0,2528.0,2338.0,2175.0,,,
B737,thaiapm-202607,15,descent,5,137.0,,706.0,,,,
B737,thaiapm-202607,15,climb,10,159.0,2528.0,2338.0,2175.0,,,
B737,thaiapm-202607,15,descent,10,138.0,,706.0,,,,
B737,thaiapm-202607,15,climb,15,164.0,2426.0,2209.0,2023.0,,,
B737,thaiapm-202607,15,descent,15,142.0,,722.0,,,,
B737,thaiapm-202607,15,climb,20,168.0,2324.0,2081.0,1872.0,,,
B737,thaiapm-202607,15,descent,20,146.0,,738.0,,,,
B737,thaiapm-202607,15,climb,30,177.0,2120.0,1825.0,1569.0,,,
B737,thaiapm-202607,15,descent,30,155.0,,769.0,,,,
B737,thaiapm-202607,15,climb,40,211.0,2563.0,2194.0,1728.0,,,
B737,thaiapm-202607,15,descent,40,178.0,,866.0,,,,
B737,thaiapm-202607,15,climb,60,256.0,3088.0,2720.0,2245.0,,,
B737,thaiapm-202607,15,descent,60,221.0,,978.0,,,,
B737,thaiapm-202607,15,climb,80,270.0,3184.0,2911.0,2629.0,,,
B737,thaiapm-202607,15,descent,80,256.0,,1041.0,,,,
B737,thaiapm-202607,15,climb,100,283.0,3161.0,2831.0,2384.0,,,
B737,thaiapm-202607,15,descent,100,281.0,,1134.0,,,,
B737,thaiapm-202607,15,climb,120,300.0,3098.0,2750.0,2225.0,,,
B737,thaiapm-202607,15,descent,120,301.0,,1294.0,,,,
B737,thaiapm-202607,15,climb,140,317.0,3120.0,2831.0,2416.0,,,
B737,thaiapm-202607,15,descent,140,327.0,,1534.0,,,,
B737,thaiapm-202607,15,climb,160,336.0,3079.0,2816.0,2480.0,,,
B737,thaiapm-202607,15,descent,160,350.0,,1728.0,,,,
B737,thaiapm-202607,15,climb,180,357.0,2887.0,2655.0,2371.0,,,
B737,thaiapm-202607,15,descent,180,363.0,,1872.0,,,,
B737,thaiapm-202607,15,climb,200,373.0,2688.0,2464.0,2205.0,,,
B737,thaiapm-202607,15,descent,200,375.0,,1992.0,,,,
B737,thaiapm-202607,15,climb,220,385.0,2497.0,2272.0,2059.0,,,
B737,thaiapm-202607,15,descent,220,388.0,,2058.0,,,,
B737,thaiapm-202607,15,climb,240,397.0,2288.0,2078.0,1870.0,,,
B737,thaiapm-202607,15,descent,240,400.0,,2097.0,,,,
B737,thaiapm-202607,15,climb,260,409.0,2138.0,1934.0,1678.0,,,
B737,thaiapm-202607,15,descent,260,412.0,,2097.0,,,,
B737,thaiapm-202607,15,climb,280,418.0,2010.0,1783.0,1501.0,,,
B737,thaiapm-202607,15,descent,280,424.0,,2050.0,,,,
B737,thaiapm-202607,15,climb,300,427.0,1791.0,1527.0,1231.0,,,
B737,thaiapm-202607,15,descent,300,434.0,,1977.0,,,,
B737,thaiapm-202607,15,cruise,300,448.0,,,,,,
B737,thaiapm-202607,15,climb,320,430.0,1666.0,1359.0,1041.0,,,
B737,thaiapm-202607,15,descent,320,430.0,,1810.0,,,,
B737,thaiapm-202607,15,cruise,320,444.0,,,,,,
B737,thaiapm-202607,15,climb,340,426.0,1579.0,1281.0,1025.0,,,
B737,thaiapm-202607,15,descent,340,426.0,,1580.0,,,,
B737,thaiapm-202607,15,cruise,340,440.0,,,,,,
B737,thaiapm-202607,15,climb,360,422.0,1462.0,1234.0,1009.0,,,
B737,thaiapm-202607,15,descent,360,422.0,,1445.0,,,,
B737,thaiapm-202607,15,cruise,360,436.0,,,,,,
B737,thaiapm-202607,15,climb,380,422.0,1391.0,1192.0,961.0,,,
B737,thaiapm-202607,15,descent,380,422.0,,1251.0,,,,
B738,thaiapm-202607,15,climb,0,165.0,1703.0,1441.0,1228.0,,,
B738,thaiapm-202607,15,descent,0,124.0,,466.0,,,,
B738,thaiapm-202607,15,climb,5,168.0,2106.0,1873.0,1647.0,,,
B738,thaiapm-202607,15,descent,5,135.0,,617.0,,,,
B738,thaiapm-202607,15,climb,10,170.0,2509.0,2306.0,2066.0,,,
B738,thaiapm-202607,15,descent,10,147.0,,769.0,,,,
B738,thaiapm-202607,15,climb,15,175.0,2395.0,2166.0,1921.0,,,
B738,thaiapm-202607,15,descent,15,155.0,,784.0,,,,
B738,thaiapm-202607,15,climb,20,179.0,2280.0,2025.0,1777.0,,,
B738,thaiapm-202607,15,descent,20,163.0,,800.0,,,,
B738,thaiapm-202607,15,climb,30,188.0,2050.0,1744.0,1488.0,,,
B738,thaiapm-202607,15,descent,30,180.0,,831.0,,,,
B738,thaiapm-202607,15,climb,40,225.0,2353.0,1959.0,1544.0,,,
B738,thaiapm-202607,15,descent,40,198.0,,897.0,,,,
B738,thaiapm-202607,15,climb,60,270.0,2753.0,2384.0,1928.0,,,
B738,thaiapm-202607,15,descent,60,236.0,,1072.0,,,,
B738,thaiapm-202607,15,climb,80,280.0,2850.0,2594.0,2297.0,,,
B738,thaiapm-202607,15,descent,80,264.0,,1247.0,,,,
B738,thaiapm-202607,15,climb,100,303.0,2706.0,2353.0,1938.0,,,
B738,thaiapm-202607,15,descent,100,285.0,,1297.0,,,,
B738,thaiapm-202607,15,climb,120,334.0,2672.0,2312.0,1888.0,,,
B738,thaiapm-202607,15,descent,120,313.0,,1503.0,,,,
B738,thaiapm-202607,15,climb,140,354.0,2791.0,2536.0,2247.0,,,
B738,thaiapm-202607,15,descent,140,335.0,,1791.0,,,,
B738,thaiapm-202607,15,climb,160,365.0,2728.0,2480.0,2200.0,,,
B738,thaiapm-202607,15,descent,160,349.0,,1888.0,,,,
B738,thaiapm-202607,15,climb,180,376.0,2552.0,2303.0,2062.0,,,
B738,thaiapm-202607,15,descent,180,362.0,,1959.0,,,,
B738,thaiapm-202607,15,climb,200,387.0,2359.0,2128.0,1903.0,,,
B738,thaiapm-202607,15,descent,200,373.0,,2025.0,,,,
B738,thaiapm-202607,15,climb,220,399.0,2161.0,1945.0,1728.0,,,
B738,thaiapm-202607,15,descent,220,385.0,,2081.0,,,,
B738,thaiapm-202607,15,climb,240,412.0,1945.0,1744.0,1534.0,,,
B738,thaiapm-202607,15,descent,240,397.0,,2128.0,,,,
B738,thaiapm-202607,15,climb,260,425.0,1759.0,1569.0,1375.0,,,
B738,thaiapm-202607,15,descent,260,408.0,,2159.0,,,,
B738,thaiapm-202607,15,climb,280,437.0,1608.0,1417.0,1231.0,,,
B738,thaiapm-202607,15,descent,280,420.0,,2183.0,,,,
B738,thaiapm-202607,15,climb,300,446.0,1553.0,1328.0,1119.0,,,
B738,thaiapm-202607,15,descent,300,430.0,,2175.0,,,,
B738,thaiapm-202607,15,climb,320,449.0,1503.0,1247.0,1025.0,,,
B738,thaiapm-202607,15,descent,320,439.0,,2089.0,,,,
B738,thaiapm-202607,15,cruise,320,449.0,,,,,,
B738,thaiapm-202607,15,climb,340,445.0,1319.0,1088.0,912.0,,,
B738,thaiapm-202607,15,descent,340,435.0,,1762.0,,,,
B738,thaiapm-202607,15,cruise,340,445.0,,,,,,
B738,thaiapm-202607,15,climb,360,441.0,1128.0,952.0,816.0,,,
B738,thaiapm-202607,15,descent,360,432.0,,1281.0,,,,
B738,thaiapm-202607,15,cruise,360,441.0,,,,,,
B738,thaiapm-202607,15,climb,380,441.0,1028.0,886.0,703.0,,,
B738,thaiapm-202607,15,descent,380,431.0,,1025.0,,,,
B739,thaiapm-202607,15,climb,0,177.0,2594.0,2369.0,2112.0,,,
B739,thaiapm-202607,15,descent,0,123.0,,473.0,,,,
B739,thaiapm-202607,15,climb,5,178.0,2594.0,2369.0,2112.0,,,
B739,thaiapm-202607,15,descent,5,136.0,,629.0,,,,
B739,thaiapm-202607,15,climb,10,180.0,2594.0,2369.0,2112.0,,,
B739,thaiapm-202607,15,descent,10,149.0,,784.0,,,,
B739,thaiapm-202607,15,climb,15,182.0,2481.0,2241.0,1977.0,,,
B739,thaiapm-202607,15,descent,15,156.0,,788.0,,,,
B739,thaiapm-202607,15,climb,20,184.0,2369.0,2112.0,1841.0,,,
B739,thaiapm-202607,15,descent,20,163.0,,792.0,,,,
B739,thaiapm-202607,15,climb,30,189.0,2144.0,1856.0,1569.0,,,
B739,thaiapm-202607,15,descent,30,178.0,,800.0,,,,
B739,thaiapm-202607,15,climb,40,226.0,2384.0,2016.0,1631.0,,,
B739,thaiapm-202607,15,descent,40,198.0,,897.0,,,,
B739,thaiapm-202607,15,climb,60,270.0,2722.0,2352.0,1878.0,,,
B739,thaiapm-202607,15,descent,60,237.0,,1080.0,,,,
B739,thaiapm-202607,15,climb,80,280.0,2800.0,2527.0,2169.0,,,
B739,thaiapm-202607,15,descent,80,265.0,,1239.0,,,,
B739,thaiapm-202607,15,climb,100,304.0,2575.0,2198.0,1825.0,,,
B739,thaiapm-202607,15,descent,100,285.0,,1247.0,,,,
B739,thaiapm-202607,15,climb,120,338.0,2456.0,2105.0,1728.0,,,
